voyage_id,imo_number,vessel_name,vessel_type,cp_date,laycan_start,laycan_end,actual_load_date,actual_discharge_date,load_port,load_country,load_region,discharge_port,discharge_country,discharge_region,cargo_grade,cargo_qty_mt,charterer,sts_transfer,ballast_origin,laden_days,ballast_days
VYG1478,9595555,Nord Wave,Aframax,2023-05-02,2023-05-04,2023-05-08,2023-05-04,2023-05-27,Primorsk,Russia,BS,Antwerp,Belgium,NWE,Urals,107187,Chevron Products,N,Ulsan,23,10
VYG1479,9595555,Nord Wave,Aframax,2023-06-03,2023-06-10,2023-06-14,2023-06-11,2023-06-22,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Forcados,105041,Litasco,N,Antwerp,11,10
VYG1480,9595555,Nord Wave,Aframax,2023-06-26,2023-07-01,2023-07-05,2023-07-02,2023-07-21,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,105166,Gunvor Group,N,Ulsan,19,6
VYG1481,9595555,Nord Wave,Aframax,2023-07-25,2023-08-01,2023-08-05,2023-08-01,2023-08-16,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,105176,Glencore Energy,N,Rotterdam,15,10
VYG1482,9595555,Nord Wave,Aframax,2023-08-21,2023-08-27,2023-08-31,2023-08-28,2023-09-08,Bonny,Nigeria,WAF,Augusta,Italy,MED,Forcados,106050,ExxonMobil Oil,N,Antwerp,11,7
VYG1483,9595555,Nord Wave,Aframax,2023-09-12,2023-09-14,2023-09-18,2023-09-16,2023-10-03,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,105032,Chevron Products,N,Houston,17,7
VYG1484,9595555,Nord Wave,Aframax,2023-10-11,2023-10-18,2023-10-22,2023-10-18,2023-11-10,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,111350,TotalEnergies Trading,N,Singapore,23,11
VYG1485,9595555,Nord Wave,Aframax,2023-11-17,2023-11-24,2023-11-28,2023-11-24,2023-12-06,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,102257,Vitol Group,N,Rotterdam,12,5
VYG1486,9595555,Nord Wave,Aframax,2023-12-14,2023-12-17,2023-12-21,2023-12-18,2024-01-03,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,101633,TotalEnergies Trading,N,Houston,16,6
VYG1487,9595555,Nord Wave,Aframax,2024-01-09,2024-01-14,2024-01-18,2024-01-15,2024-02-08,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,107135,Freepoint Commodities,N,Rotterdam,24,5
VYG1488,9595555,Nord Wave,Aframax,2024-02-16,2024-02-18,2024-02-22,2024-02-18,2024-03-09,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,107877,Saudi Aramco Trading,N,Ulsan,20,8
VYG1489,9595555,Nord Wave,Aframax,2024-03-15,2024-03-17,2024-03-21,2024-03-18,2024-04-15,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,102440,Gunvor Group,N,Singapore,28,6
VYG1490,9595555,Nord Wave,Aframax,2024-04-20,2024-04-22,2024-04-26,2024-04-23,2024-05-09,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,102101,Saudi Aramco Trading,N,Ulsan,16,9
VYG1491,9595555,Nord Wave,Aframax,2024-05-17,2024-05-19,2024-05-23,2024-05-21,2024-06-19,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,110266,Vitol Group,N,Singapore,29,6
VYG1492,9595555,Nord Wave,Aframax,2024-06-25,2024-07-01,2024-07-05,2024-07-03,2024-07-31,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,110917,Vitol Group,N,Ulsan,28,4
VYG1493,9595555,Nord Wave,Aframax,2024-08-07,2024-08-14,2024-08-18,2024-08-15,2024-08-31,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,105477,Litasco,N,Houston,16,9
VYG1494,9595555,Nord Wave,Aframax,2024-09-06,2024-09-09,2024-09-13,2024-09-09,2024-09-30,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,108360,Saudi Aramco Trading,N,Ulsan,21,11
VYG1495,9595555,Nord Wave,Aframax,2024-10-07,2024-10-09,2024-10-13,2024-10-10,2024-10-20,Primorsk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,104184,Castleton Commodities,N,Houston,10,8
VYG1496,9595555,Nord Wave,Aframax,2024-10-27,2024-10-31,2024-11-04,2024-10-31,2024-11-25,Primorsk,Russia,BS,Antwerp,Belgium,NWE,Urals,110309,Shell Trading,N,Ulsan,25,11
VYG1497,9595555,Nord Wave,Aframax,2024-12-01,2024-12-03,2024-12-07,2024-12-05,2024-12-21,Sullom Voe,UK,NS,Fos-sur-Mer,France,MED,Brent Blend,106443,ExxonMobil Oil,N,Ulsan,16,7
VYG1498,9595555,Nord Wave,Aframax,2024-12-26,2025-01-02,2025-01-06,2025-01-02,2025-01-21,Novorossiysk,Russia,BS,Antwerp,Belgium,NWE,Urals,104719,Freepoint Commodities,N,Antwerp,19,6
VYG1499,9596666,Nord Peak,VLCC,2022-01-01,2022-01-04,2022-01-08,2022-01-06,2022-01-21,Basrah,Iraq,AG,Ningbo,China,FEA,Basrah Light,275644,TotalEnergies Trading,N,Rotterdam,15,5
VYG1500,9596666,Nord Peak,VLCC,2022-01-27,2022-02-02,2022-02-06,2022-02-03,2022-03-04,Bonny,Nigeria,WAF,Qingdao,China,FEA,Bonny Light,281625,Vitol Group,N,Rotterdam,29,10
VYG1501,9596666,Nord Peak,VLCC,2022-03-09,2022-03-16,2022-03-20,2022-03-16,2022-04-05,Escravos,Nigeria,WAF,Ningbo,China,FEA,Bonny Light,287810,ExxonMobil Oil,N,Singapore,20,6
VYG1502,9596666,Nord Peak,VLCC,2022-04-09,2022-04-15,2022-04-19,2022-04-16,2022-05-15,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Iranian Heavy,277751,Gunvor Group,N,Houston,29,9
VYG1503,9596666,Nord Peak,VLCC,2022-05-19,2022-05-21,2022-05-25,2022-05-22,2022-06-12,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Arab Heavy,286545,Shell Trading,N,Antwerp,21,4
VYG1504,9596666,Nord Peak,VLCC,2022-06-19,2022-06-21,2022-06-25,2022-06-23,2022-07-19,Kharg Island,Iran,AG,Ulsan,South Korea,FEA,Iranian Heavy,282373,Equinor Trading,N,Singapore,26,10
VYG1505,9596666,Nord Peak,VLCC,2022-07-25,2022-07-31,2022-08-04,2022-08-01,2022-08-27,Basrah,Iraq,AG,Singapore,Singapore,SEA,Basrah Light,265092,ExxonMobil Oil,N,Rotterdam,26,4
VYG1506,9596666,Nord Peak,VLCC,2022-09-03,2022-09-09,2022-09-13,2022-09-09,2022-09-22,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Arab Heavy,276606,Saudi Aramco Trading,N,Rotterdam,13,10
VYG1507,9596666,Nord Peak,VLCC,2022-09-26,2022-09-29,2022-10-03,2022-10-01,2022-10-17,Kharg Island,Iran,AG,Ulsan,South Korea,FEA,Arab Heavy,270130,Castleton Commodities,N,Rotterdam,16,9
VYG1508,9596666,Nord Peak,VLCC,2022-10-21,2022-10-25,2022-10-29,2022-10-27,2022-11-20,Ruwais,UAE,AG,Houston,USA,USGC,Iranian Heavy,272769,TotalEnergies Trading,N,Ulsan,24,10
VYG1509,9596666,Nord Peak,VLCC,2022-11-25,2022-12-02,2022-12-06,2022-12-02,2022-12-26,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Basrah Light,273228,Chevron Products,N,Antwerp,24,8
VYG1510,9596666,Nord Peak,VLCC,2022-12-31,2023-01-06,2023-01-10,2023-01-06,2023-01-17,Ras Tanura,Saudi Arabia,AG,,,,Basrah Light,264145,Equinor Trading,Y,Antwerp,11,9
VYG1511,9596666,Nord Peak,VLCC,2023-01-26,2023-02-01,2023-02-05,2023-02-03,2023-03-03,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Bonny Light,278149,Freepoint Commodities,N,Antwerp,28,5
VYG1512,9596666,Nord Peak,VLCC,2023-03-09,2023-03-16,2023-03-20,2023-03-17,2023-03-28,Ruwais,UAE,AG,Singapore,Singapore,SEA,Arab Heavy,276934,Glencore Energy,N,Rotterdam,11,6
VYG1513,9596666,Nord Peak,VLCC,2023-04-02,2023-04-07,2023-04-11,2023-04-08,2023-05-05,Basrah,Iraq,AG,Antwerp,Belgium,NWE,Iranian Heavy,266362,ExxonMobil Oil,N,Ulsan,27,7
VYG1514,9596666,Nord Peak,VLCC,2023-05-11,2023-05-13,2023-05-17,2023-05-13,2023-06-07,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,269236,Litasco,N,Ulsan,25,6
VYG1515,9596666,Nord Peak,VLCC,2023-06-11,2023-06-17,2023-06-21,2023-06-19,2023-07-08,Basrah,Iraq,AG,Ningbo,China,FEA,Arab Heavy,264977,TotalEnergies Trading,N,Antwerp,19,11
VYG1516,9596666,Nord Peak,VLCC,2023-07-12,2023-07-14,2023-07-18,2023-07-15,2023-08-08,Escravos,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,293580,Saudi Aramco Trading,N,Ulsan,24,4
VYG1517,9596666,Nord Peak,VLCC,2023-08-13,2023-08-16,2023-08-20,2023-08-16,2023-08-29,Ras Tanura,Saudi Arabia,AG,Ulsan,South Korea,FEA,Arab Light,278939,TotalEnergies Trading,N,Singapore,13,10
VYG1518,9596666,Nord Peak,VLCC,2023-09-05,2023-09-07,2023-09-11,2023-09-08,2023-09-24,Ruwais,UAE,AG,Singapore,Singapore,SEA,Arab Heavy,276851,Shell Trading,N,Ulsan,16,10
VYG1519,9596666,Nord Peak,VLCC,2023-09-28,2023-10-04,2023-10-08,2023-10-04,2023-10-31,Ruwais,UAE,AG,Antwerp,Belgium,NWE,Iranian Heavy,281032,Glencore Energy,N,Ulsan,27,9
VYG1520,9596666,Nord Peak,VLCC,2023-11-04,2023-11-07,2023-11-11,2023-11-07,2023-11-30,Basrah,Iraq,AG,Singapore,Singapore,SEA,Arab Light,272641,Trafigura,N,Ulsan,23,4
VYG1521,9596666,Nord Peak,VLCC,2023-12-04,2023-12-10,2023-12-14,2023-12-10,2023-12-21,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,289065,ExxonMobil Oil,N,Rotterdam,11,4
VYG1522,9596666,Nord Peak,VLCC,2023-12-25,2023-12-28,2024-01-01,2023-12-28,2024-01-24,Ruwais,UAE,AG,Singapore,Singapore,SEA,Arab Heavy,271041,Mercuria Energy,N,Antwerp,27,4
VYG1523,9596666,Nord Peak,VLCC,2024-01-30,2024-02-04,2024-02-08,2024-02-06,2024-02-24,Escravos,Nigeria,WAF,Houston,USA,USGC,Forcados,278666,Litasco,N,Rotterdam,18,4
VYG1524,9596666,Nord Peak,VLCC,2024-03-02,2024-03-09,2024-03-13,2024-03-11,2024-03-29,Escravos,Nigeria,WAF,Singapore,Singapore,SEA,Forcados,265552,Chevron Products,N,Singapore,18,5
VYG1525,9596666,Nord Peak,VLCC,2024-04-03,2024-04-07,2024-04-11,2024-04-07,2024-05-04,Kharg Island,Iran,AG,Antwerp,Belgium,NWE,Iranian Heavy,284556,TotalEnergies Trading,N,Houston,27,10
VYG1526,9596666,Nord Peak,VLCC,2024-05-09,2024-05-15,2024-05-19,2024-05-16,2024-05-27,Escravos,Nigeria,WAF,Ningbo,China,FEA,Forcados,277866,Mercuria Energy,N,Antwerp,11,6
VYG1527,9596666,Nord Peak,VLCC,2024-06-02,2024-06-05,2024-06-09,2024-06-07,2024-06-23,Ruwais,UAE,AG,Houston,USA,USGC,Arab Heavy,274951,Glencore Energy,N,Singapore,16,4
VYG1528,9596666,Nord Peak,VLCC,2024-06-27,2024-07-03,2024-07-07,2024-07-05,2024-07-19,Escravos,Nigeria,WAF,Houston,USA,USGC,Bonny Light,284815,Saudi Aramco Trading,N,Houston,14,8
VYG1529,9596666,Nord Peak,VLCC,2024-07-28,2024-08-04,2024-08-08,2024-08-04,2024-08-18,Bonny,Nigeria,WAF,Qingdao,China,FEA,Forcados,264258,BP Oil International,N,Antwerp,14,4
VYG1530,9596666,Nord Peak,VLCC,2024-08-22,2024-08-25,2024-08-29,2024-08-27,2024-09-09,Ras Tanura,Saudi Arabia,AG,,,,Arab Heavy,286442,Chevron Products,Y,Antwerp,13,11
VYG1531,9596666,Nord Peak,VLCC,2024-09-13,2024-09-15,2024-09-19,2024-09-17,2024-10-08,Kharg Island,Iran,AG,Antwerp,Belgium,NWE,Basrah Light,274776,Freepoint Commodities,N,Antwerp,21,8
VYG1532,9596666,Nord Peak,VLCC,2024-10-12,2024-10-15,2024-10-19,2024-10-16,2024-10-29,Ruwais,UAE,AG,Rotterdam,Netherlands,NWE,Arab Heavy,269684,Litasco,N,Antwerp,13,11
VYG1533,9596666,Nord Peak,VLCC,2024-11-05,2024-11-07,2024-11-11,2024-11-08,2024-11-29,Ruwais,UAE,AG,Rotterdam,Netherlands,NWE,Iranian Heavy,287768,Glencore Energy,N,Rotterdam,21,9
VYG1534,9596666,Nord Peak,VLCC,2024-12-07,2024-12-11,2024-12-15,2024-12-13,2024-12-30,Ruwais,UAE,AG,Antwerp,Belgium,NWE,Iranian Heavy,280676,Equinor Trading,N,Antwerp,17,10
VYG1535,9597777,Nord Vega,Suezmax,2022-01-01,2022-01-04,2022-01-08,2022-01-06,2022-01-22,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,149339,ExxonMobil Oil,N,Ulsan,16,11
VYG1536,9597777,Nord Vega,Suezmax,2022-01-31,2022-02-04,2022-02-08,2022-02-05,2022-02-18,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Iranian Heavy,140289,Trafigura,N,Rotterdam,13,8
VYG1537,9597777,Nord Vega,Suezmax,2022-02-24,2022-02-27,2022-03-03,2022-03-01,2022-03-21,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Arab Light,153270,Shell Trading,N,Houston,20,10
VYG1538,9597777,Nord Vega,Suezmax,2022-03-25,2022-03-27,2022-03-31,2022-03-27,2022-04-21,Djeno,Congo,WAF,Ulsan,South Korea,FEA,Bonny Light,152779,Saudi Aramco Trading,N,Rotterdam,25,10
VYG1539,9597777,Nord Vega,Suezmax,2022-04-30,2022-05-06,2022-05-10,2022-05-06,2022-05-17,Bonny,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,148548,Trafigura,N,Houston,11,6
VYG1540,9597777,Nord Vega,Suezmax,2022-05-25,2022-05-27,2022-05-31,2022-05-29,2022-06-25,Escravos,Nigeria,WAF,Qingdao,China,FEA,Bonny Light,143678,Glencore Energy,N,Houston,27,9
VYG1541,9597777,Nord Vega,Suezmax,2022-07-04,2022-07-10,2022-07-14,2022-07-10,2022-08-08,Djeno,Congo,WAF,Augusta,Italy,MED,Forcados,149063,Freepoint Commodities,N,Houston,29,7
VYG1542,9597777,Nord Vega,Suezmax,2022-08-14,2022-08-20,2022-08-24,2022-08-22,2022-09-08,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,141787,ExxonMobil Oil,N,Ulsan,17,11
VYG1543,9597777,Nord Vega,Suezmax,2022-09-16,2022-09-21,2022-09-25,2022-09-22,2022-10-11,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,139372,Saudi Aramco Trading,N,Singapore,19,7
VYG1544,9597777,Nord Vega,Suezmax,2022-10-17,2022-10-24,2022-10-28,2022-10-25,2022-11-19,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Arab Light,149943,Glencore Energy,N,Rotterdam,25,8
VYG1545,9597777,Nord Vega,Suezmax,2022-11-24,2022-11-29,2022-12-03,2022-11-29,2022-12-24,Djeno,Congo,WAF,Augusta,Italy,MED,Forcados,147065,Saudi Aramco Trading,N,Houston,25,4
VYG1546,9597777,Nord Vega,Suezmax,2022-12-31,2023-01-06,2023-01-10,2023-01-06,2023-01-18,Basrah,Iraq,AG,Antwerp,Belgium,NWE,Arab Heavy,152349,Equinor Trading,N,Ulsan,12,6
VYG1547,9597777,Nord Vega,Suezmax,2023-01-25,2023-01-31,2023-02-04,2023-01-31,2023-02-11,Escravos,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,142092,Castleton Commodities,N,Rotterdam,11,4
VYG1548,9597777,Nord Vega,Suezmax,2023-02-19,2023-02-26,2023-03-02,2023-02-28,2023-03-17,Bonny,Nigeria,WAF,Qingdao,China,FEA,Forcados,143932,Chevron Products,N,Rotterdam,17,8
VYG1549,9597777,Nord Vega,Suezmax,2023-03-25,2023-03-29,2023-04-02,2023-03-31,2023-04-27,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,146786,BP Oil International,N,Antwerp,27,6
VYG1550,9597777,Nord Vega,Suezmax,2023-05-03,2023-05-06,2023-05-10,2023-05-06,2023-05-31,Bonny,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,144480,Vitol Group,N,Rotterdam,25,5
VYG1551,9597777,Nord Vega,Suezmax,2023-06-09,2023-06-16,2023-06-20,2023-06-17,2023-07-07,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,140265,Saudi Aramco Trading,N,Singapore,20,5
VYG1552,9597777,Nord Vega,Suezmax,2023-07-13,2023-07-15,2023-07-19,2023-07-17,2023-08-13,Basrah,Iraq,AG,Qingdao,China,FEA,Arab Light,151242,TotalEnergies Trading,N,Antwerp,27,7
VYG1553,9597777,Nord Vega,Suezmax,2023-08-20,2023-08-22,2023-08-26,2023-08-24,2023-09-15,Djeno,Congo,WAF,Antwerp,Belgium,NWE,Forcados,144933,Chevron Products,N,Antwerp,22,5
VYG1554,9597777,Nord Vega,Suezmax,2023-09-19,2023-09-26,2023-09-30,2023-09-28,2023-10-26,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Basrah Light,147297,Vitol Group,N,Ulsan,28,11
VYG1555,9597777,Nord Vega,Suezmax,2023-11-02,2023-11-05,2023-11-09,2023-11-07,2023-12-03,Escravos,Nigeria,WAF,Ulsan,South Korea,FEA,Bonny Light,139133,Mercuria Energy,N,Ulsan,26,9
VYG1556,9597777,Nord Vega,Suezmax,2023-12-11,2023-12-17,2023-12-21,2023-12-19,2024-01-07,Djeno,Congo,WAF,Rotterdam,Netherlands,NWE,Bonny Light,139439,ExxonMobil Oil,N,Houston,19,10
VYG1557,9597777,Nord Vega,Suezmax,2024-01-14,2024-01-21,2024-01-25,2024-01-22,2024-02-19,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,148716,Gunvor Group,N,Houston,28,11
VYG1558,9597777,Nord Vega,Suezmax,2024-02-25,2024-03-02,2024-03-06,2024-03-03,2024-03-30,Basrah,Iraq,AG,Trieste,Italy,MED,Basrah Light,142265,Litasco,N,Houston,27,4
VYG1559,9597777,Nord Vega,Suezmax,2024-04-04,2024-04-11,2024-04-15,2024-04-12,2024-04-24,Sullom Voe,UK,NS,Antwerp,Belgium,NWE,Brent Blend,147240,Mercuria Energy,N,Singapore,12,11
VYG1560,9597777,Nord Vega,Suezmax,2024-04-29,2024-05-03,2024-05-07,2024-05-03,2024-05-20,Basrah,Iraq,AG,Trieste,Italy,MED,Iranian Heavy,148462,Vitol Group,N,Singapore,17,8
VYG1561,9597777,Nord Vega,Suezmax,2024-05-25,2024-06-01,2024-06-05,2024-06-02,2024-06-15,Djeno,Congo,WAF,Qingdao,China,FEA,Bonny Light,152814,Glencore Energy,N,Houston,13,11
VYG1562,9597777,Nord Vega,Suezmax,2024-06-23,2024-06-26,2024-06-30,2024-06-27,2024-07-17,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,149475,Mercuria Energy,N,Antwerp,20,8
VYG1563,9597777,Nord Vega,Suezmax,2024-07-24,2024-07-26,2024-07-30,2024-07-26,2024-08-24,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,150908,Vitol Group,N,Ulsan,29,5
VYG1564,9597777,Nord Vega,Suezmax,2024-08-30,2024-09-02,2024-09-06,2024-09-02,2024-09-28,Escravos,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,145482,Castleton Commodities,N,Houston,26,8
VYG1565,9597777,Nord Vega,Suezmax,2024-10-05,2024-10-09,2024-10-13,2024-10-11,2024-10-25,Basrah,Iraq,AG,Fos-sur-Mer,France,MED,Arab Light,144510,Saudi Aramco Trading,N,Singapore,14,4
VYG1566,9597777,Nord Vega,Suezmax,2024-11-03,2024-11-07,2024-11-11,2024-11-07,2024-11-29,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Forcados,147157,ExxonMobil Oil,N,Antwerp,22,6
VYG1567,9597777,Nord Vega,Suezmax,2024-12-04,2024-12-08,2024-12-12,2024-12-08,2024-12-30,Mongstad,Norway,NS,Rotterdam,Netherlands,NWE,Brent Blend,143092,Vitol Group,N,Antwerp,22,8
VYG1568,9598888,Nord Ace,Aframax,2022-01-01,2022-01-08,2022-01-12,2022-01-08,2022-01-22,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,102439,Vitol Group,N,Ulsan,14,6
VYG1569,9598888,Nord Ace,Aframax,2022-01-30,2022-02-04,2022-02-08,2022-02-05,2022-02-28,Primorsk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,108072,Castleton Commodities,N,Singapore,23,9
VYG1570,9598888,Nord Ace,Aframax,2022-03-07,2022-03-10,2022-03-14,2022-03-11,2022-03-30,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,109677,Castleton Commodities,N,Singapore,19,4
VYG1571,9598888,Nord Ace,Aframax,2022-04-03,2022-04-10,2022-04-14,2022-04-11,2022-04-21,Bonny,Nigeria,WAF,Corpus Christi,USA,USGC,Bonny Light,110791,Mercuria Energy,N,Singapore,10,7
VYG1572,9598888,Nord Ace,Aframax,2022-04-29,2022-05-03,2022-05-07,2022-05-04,2022-05-17,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Forcados,112044,Mercuria Energy,N,Houston,13,8
VYG1573,9598888,Nord Ace,Aframax,2022-05-26,2022-05-28,2022-06-01,2022-05-28,2022-06-25,Bonny,Nigeria,WAF,,,,Forcados,111779,Trafigura,Y,Ulsan,28,6
VYG1574,9598888,Nord Ace,Aframax,2022-06-29,2022-07-05,2022-07-09,2022-07-05,2022-07-22,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,105958,Equinor Trading,N,Rotterdam,17,4
VYG1575,9598888,Nord Ace,Aframax,2022-07-27,2022-07-29,2022-08-02,2022-07-29,2022-08-17,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,110984,Gunvor Group,N,Ulsan,19,9
VYG1576,9598888,Nord Ace,Aframax,2022-08-26,2022-09-01,2022-09-05,2022-09-02,2022-09-29,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,112674,Litasco,N,Singapore,27,4
VYG1577,9598888,Nord Ace,Aframax,2022-10-05,2022-10-07,2022-10-11,2022-10-08,2022-10-26,Sullom Voe,UK,NS,Fos-sur-Mer,France,MED,Brent Blend,113107,Trafigura,N,Singapore,18,7
VYG1578,9598888,Nord Ace,Aframax,2022-11-01,2022-11-08,2022-11-12,2022-11-10,2022-11-30,Mongstad,Norway,NS,Fos-sur-Mer,France,MED,Brent Blend,102446,Mercuria Energy,N,Antwerp,20,7
VYG1579,9598888,Nord Ace,Aframax,2022-12-04,2022-12-06,2022-12-10,2022-12-07,2022-12-29,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,109806,Trafigura,N,Houston,22,4
VYG1580,9598888,Nord Ace,Aframax,2023-01-04,2023-01-07,2023-01-11,2023-01-09,2023-02-06,Novorossiysk,Russia,BS,Augusta,Italy,MED,Urals,111045,Litasco,N,Ulsan,28,10
VYG1581,9598888,Nord Ace,Aframax,2023-02-10,2023-02-13,2023-02-17,2023-02-13,2023-03-04,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,112066,TotalEnergies Trading,N,Antwerp,19,8
VYG1582,9598888,Nord Ace,Aframax,2023-03-12,2023-03-19,2023-03-23,2023-03-21,2023-04-07,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,104728,Freepoint Commodities,N,Rotterdam,17,11
VYG1583,9598888,Nord Ace,Aframax,2023-04-14,2023-04-21,2023-04-25,2023-04-23,2023-05-14,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,108580,TotalEnergies Trading,N,Singapore,21,6
VYG1584,9598888,Nord Ace,Aframax,2023-05-20,2023-05-22,2023-05-26,2023-05-22,2023-06-14,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,107840,Shell Trading,N,Singapore,23,5
VYG1585,9598888,Nord Ace,Aframax,2023-06-22,2023-06-29,2023-07-03,2023-06-30,2023-07-22,Bonny,Nigeria,WAF,Augusta,Italy,MED,Forcados,107051,Shell Trading,N,Antwerp,22,5
VYG1586,9598888,Nord Ace,Aframax,2023-07-28,2023-08-02,2023-08-06,2023-08-02,2023-08-16,Bonny,Nigeria,WAF,Augusta,Italy,MED,Forcados,110392,Shell Trading,N,Rotterdam,14,10
VYG1587,9598888,Nord Ace,Aframax,2023-08-24,2023-08-30,2023-09-03,2023-09-01,2023-09-22,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,105456,Shell Trading,N,Rotterdam,21,10
VYG1588,9598888,Nord Ace,Aframax,2023-10-01,2023-10-05,2023-10-09,2023-10-07,2023-11-04,Bonny,Nigeria,WAF,Corpus Christi,USA,USGC,Forcados,111897,Saudi Aramco Trading,N,Ulsan,28,10
VYG1589,9598888,Nord Ace,Aframax,2023-11-08,2023-11-15,2023-11-19,2023-11-15,2023-12-03,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,110717,Glencore Energy,N,Singapore,18,4
VYG1590,9598888,Nord Ace,Aframax,2023-12-09,2023-12-16,2023-12-20,2023-12-18,2024-01-01,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,103308,Vitol Group,N,Singapore,14,7
VYG1591,9598888,Nord Ace,Aframax,2024-01-09,2024-01-12,2024-01-16,2024-01-12,2024-02-07,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,106651,Freepoint Commodities,N,Ulsan,26,8
VYG1592,9598888,Nord Ace,Aframax,2024-02-12,2024-02-15,2024-02-19,2024-02-16,2024-03-08,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,102893,Gunvor Group,N,Houston,21,10
VYG1593,9598888,Nord Ace,Aframax,2024-03-16,2024-03-21,2024-03-25,2024-03-22,2024-04-10,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,107268,Litasco,N,Singapore,19,6
VYG1594,9598888,Nord Ace,Aframax,2024-04-16,2024-04-20,2024-04-24,2024-04-21,2024-05-07,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,107556,ExxonMobil Oil,N,Rotterdam,16,8
VYG1595,9598888,Nord Ace,Aframax,2024-05-15,2024-05-21,2024-05-25,2024-05-23,2024-06-16,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,111366,Mercuria Energy,N,Antwerp,24,8
VYG1596,9598888,Nord Ace,Aframax,2024-06-25,2024-06-28,2024-07-02,2024-06-28,2024-07-09,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,110654,Litasco,N,Singapore,11,8
VYG1597,9598888,Nord Ace,Aframax,2024-07-15,2024-07-18,2024-07-22,2024-07-20,2024-08-12,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,108009,ExxonMobil Oil,N,Ulsan,23,5
