port_call_id,voyage_id,port,port_type,call_date,agency_fee,pilotage,towage,port_dues,mooring,canal_transit,currency,usd_fx_rate
PC1425-L,VYG1425,Djeno,load,2024-12-21,9178.02,2875.36,6824.34,7460.65,1367.53,0.0,EUR,1.09
PC1425-D,VYG1425,Fos-sur-Mer,discharge,2025-01-10,5085.48,4497.56,5070.31,2698.43,559.07,0.0,USD,1.0
PC1426-L,VYG1426,Bonny,load,2022-01-05,5889.83,1482.74,3728.62,5680.73,686.22,0.0,EUR,1.09
PC1426-D,VYG1426,Antwerp,discharge,2022-01-18,3883.63,3239.75,4704.64,3479.71,965.61,376783.35,AED,0.27
PC1427-L,VYG1427,Primorsk,load,2022-01-30,4855.7,3270.45,2964.37,5015.14,1413.48,0.0,SGD,0.74
PC1427-D,VYG1427,Antwerp,discharge,2022-02-18,3594.49,2353.09,1887.85,5324.66,782.9,0.0,AED,0.27
PC1428-L,VYG1428,Novorossiysk,load,2022-02-25,6599.17,2050.52,2001.77,6537.07,1292.7,0.0,EUR,1.09
PC1428-D,VYG1428,,discharge,2022-03-16,5580.81,2797.34,2481.6,5462.17,415.92,0.0,SGD,0.74
PC1429-L,VYG1429,Sullom Voe,load,2022-03-28,3721.72,3208.31,4253.15,3158.43,498.08,0.0,SGD,0.74
PC1429-D,VYG1429,Fos-sur-Mer,discharge,2022-04-19,6529.3,1371.3,2453.06,2889.42,381.69,0.0,USD,1.0
PC1430-L,VYG1430,Mongstad,load,2022-04-29,4159.44,3302.16,2769.77,4690.77,1208.78,0.0,USD,1.0
PC1430-D,VYG1430,Trieste,discharge,2022-05-26,5044.03,2785.64,3963.44,5274.62,1100.94,0.0,USD,1.0
PC1431-L,VYG1431,Mongstad,load,2022-06-04,5970.21,2710.83,4449.29,2682.01,1132.33,0.0,AED,0.27
PC1431-D,VYG1431,Rotterdam,discharge,2022-06-18,5738.22,1791.92,4758.42,3573.05,646.43,0.0,SGD,0.74
PC1432-L,VYG1432,Novorossiysk,load,2022-06-27,6223.83,1673.32,3044.54,3927.03,1379.16,0.0,EUR,1.09
PC1432-D,VYG1432,Antwerp,discharge,2022-07-18,4686.21,2675.25,4457.75,5382.93,1430.27,0.0,EUR,1.09
PC1433-L,VYG1433,Primorsk,load,2022-07-27,5982.69,2016.46,5043.03,4804.29,398.62,0.0,EUR,1.09
PC1433-D,VYG1433,Corpus Christi,discharge,2022-08-24,3957.38,2512.67,2078.78,5137.45,778.32,0.0,USD,1.0
PC1434-L,VYG1434,Primorsk,load,2022-09-09,4981.71,1124.2,4660.77,3893.45,530.31,0.0,EUR,1.09
PC1434-D,VYG1434,Fos-sur-Mer,discharge,2022-09-22,4621.55,2209.04,3872.97,4804.22,422.08,0.0,USD,1.0
PC1435-L,VYG1435,Primorsk,load,2022-10-02,6240.31,2142.58,1780.75,6194.5,1112.71,0.0,EUR,1.09
PC1435-D,VYG1435,Trieste,discharge,2022-10-28,5411.23,2076.29,3025.86,4870.16,430.0,0.0,USD,1.0
PC1436-L,VYG1436,Mongstad,load,2022-11-09,4102.78,3332.88,3965.52,4212.7,622.38,0.0,SGD,0.74
PC1436-D,VYG1436,Antwerp,discharge,2022-11-29,5768.78,1703.05,2099.52,2731.95,1190.11,0.0,SGD,0.74
PC1437-L,VYG1437,Bonny,load,2022-12-13,5386.49,1276.37,1922.83,5416.21,1012.98,0.0,AED,0.27
PC1437-D,VYG1437,Trieste,discharge,2023-01-08,5547.73,1518.81,4205.93,7108.81,1046.51,0.0,USD,1.0
PC1438-L,VYG1438,Mongstad,load,2023-01-22,3718.89,2642.18,2774.17,2142.68,711.95,0.0,EUR,1.09
PC1438-D,VYG1438,Trieste,discharge,2023-02-03,6367.52,2040.95,4721.42,4715.16,952.35,0.0,USD,1.0
PC1439-L,VYG1439,Novorossiysk,load,2023-02-14,3006.14,2547.11,1895.84,4547.66,664.89,0.0,USD,1.0
PC1439-D,VYG1439,Corpus Christi,discharge,2023-03-05,4451.56,2323.05,1547.33,3460.33,1481.7,0.0,EUR,1.09
PC1440-L,VYG1440,Novorossiysk,load,2023-03-19,3200.96,1835.44,2693.31,3991.23,1140.29,0.0,EUR,1.09
PC1440-D,VYG1440,Trieste,discharge,2023-04-11,3911.58,2151.0,3900.82,3671.67,1435.96,0.0,USD,1.0
PC1441-L,VYG1441,Sullom Voe,load,2023-04-24,6644.11,1388.07,2776.93,3031.31,582.54,0.0,EUR,1.09
PC1441-D,VYG1441,Augusta,discharge,2023-05-22,4819.66,2382.97,3082.43,3392.97,685.39,0.0,EUR,1.09
PC1442-L,VYG1442,Primorsk,load,2023-06-05,6690.61,3189.04,1776.69,5543.35,885.04,0.0,EUR,1.09
PC1442-D,VYG1442,Antwerp,discharge,2023-06-24,5558.24,2457.19,4813.21,2241.8,764.88,0.0,EUR,1.09
PC1443-L,VYG1443,Novorossiysk,load,2023-07-02,6665.84,1528.32,1968.71,5948.91,1244.06,0.0,EUR,1.09
PC1443-D,VYG1443,Trieste,discharge,2023-07-21,5496.49,2858.68,4083.23,2626.98,1054.54,0.0,SGD,0.74
PC1444-L,VYG1444,Bonny,load,2023-07-31,5887.01,3058.76,2412.61,2580.28,1248.15,0.0,AED,0.27
PC1444-D,VYG1444,Antwerp,discharge,2023-08-24,3105.87,2968.48,3382.37,3695.81,386.13,323613.22,EUR,1.09
PC1445-L,VYG1445,Primorsk,load,2023-09-08,3118.56,2895.48,3321.57,2705.11,774.86,0.0,SGD,0.74
PC1445-D,VYG1445,Corpus Christi,discharge,2023-10-01,3603.81,1372.85,2524.88,4943.91,608.54,0.0,USD,1.0
PC1446-L,VYG1446,Primorsk,load,2023-10-10,4269.71,2190.57,3061.44,2586.98,416.86,0.0,SGD,0.74
PC1446-D,VYG1446,Rotterdam,discharge,2023-10-25,3119.05,1904.4,4176.86,2601.7,1254.75,0.0,EUR,1.09
PC1447-L,VYG1447,Primorsk,load,2023-11-05,5658.52,1128.83,1593.19,2958.85,436.19,0.0,USD,1.0
PC1447-D,VYG1447,Antwerp,discharge,2023-11-17,4970.35,1208.77,4489.88,4627.25,1188.64,0.0,EUR,1.09
PC1448-L,VYG1448,Sullom Voe,load,2023-11-27,5789.29,2255.15,4948.02,7412.02,775.65,0.0,AED,0.27
PC1448-D,VYG1448,Trieste,discharge,2023-12-15,3456.56,1933.65,2327.19,4840.3,797.13,0.0,USD,1.0
PC1449-L,VYG1449,Mongstad,load,2023-12-27,4780.34,2829.54,2516.34,4876.53,748.71,0.0,USD,1.0
PC1449-D,VYG1449,,discharge,2024-01-08,5917.19,2552.56,1525.08,5562.95,563.91,0.0,SGD,0.74
PC1450-L,VYG1450,Sullom Voe,load,2024-01-18,5691.37,2390.84,2992.2,5753.44,1332.72,0.0,EUR,1.09
PC1450-D,VYG1450,Rotterdam,discharge,2024-02-12,5893.98,2341.65,4191.39,4184.59,1257.04,0.0,AED,0.27
PC1451-L,VYG1451,Primorsk,load,2024-02-22,6081.79,1427.54,2381.98,3378.6,559.34,0.0,USD,1.0
PC1451-D,VYG1451,Corpus Christi,discharge,2024-03-03,4452.13,1552.39,3716.68,2435.71,675.64,0.0,AED,0.27
PC1452-L,VYG1452,Novorossiysk,load,2024-03-15,5471.28,2012.74,3066.79,6335.05,1475.99,0.0,AED,0.27
PC1452-D,VYG1452,Trieste,discharge,2024-03-26,5096.25,1297.11,1877.5,7290.27,1134.08,0.0,USD,1.0
PC1453-L,VYG1453,Primorsk,load,2024-04-09,5795.88,2633.71,2163.91,4377.49,1267.18,0.0,USD,1.0
PC1453-D,VYG1453,Corpus Christi,discharge,2024-05-04,6221.09,1651.63,3718.26,2746.44,1446.6,0.0,USD,1.0
PC1454-L,VYG1454,Novorossiysk,load,2024-05-16,3928.23,2747.66,2356.15,5316.57,1111.71,0.0,USD,1.0
PC1454-D,VYG1454,,discharge,2024-06-14,4212.8,2954.19,4798.72,6655.06,743.83,0.0,EUR,1.09
PC1455-L,VYG1455,Mongstad,load,2024-06-29,5765.54,2373.26,3705.81,4540.25,1045.63,0.0,EUR,1.09
PC1455-D,VYG1455,Augusta,discharge,2024-07-11,3493.11,2035.82,2156.64,3435.26,516.49,0.0,USD,1.0
PC1456-L,VYG1456,Mongstad,load,2024-07-18,3779.98,2871.52,3546.06,1999.07,1256.48,0.0,AED,0.27
PC1456-D,VYG1456,Fos-sur-Mer,discharge,2024-07-30,6382.02,3092.16,4565.93,7423.08,1030.1,0.0,EUR,1.09
PC1457-L,VYG1457,Primorsk,load,2024-08-10,6580.33,3245.41,2662.76,6701.9,1260.9,0.0,EUR,1.09
PC1457-D,VYG1457,Augusta,discharge,2024-08-29,5882.98,3127.67,2927.64,4106.97,1090.19,0.0,AED,0.27
PC1458-L,VYG1458,Bonny,load,2024-09-14,5741.14,3090.61,4763.16,5906.17,1445.05,0.0,SGD,0.74
PC1458-D,VYG1458,Trieste,discharge,2024-10-09,3653.55,3248.76,1732.98,4978.15,474.35,0.0,EUR,1.09
PC1459-L,VYG1459,Novorossiysk,load,2024-10-22,5107.2,1993.85,1798.01,5496.12,1192.28,0.0,USD,1.0
PC1459-D,VYG1459,Rotterdam,discharge,2024-11-11,3636.96,2675.54,2161.78,2636.09,538.38,0.0,SGD,0.74
PC1460-L,VYG1460,Mongstad,load,2024-11-26,5223.23,2864.49,3721.74,6399.03,1035.79,0.0,SGD,0.74
PC1460-D,VYG1460,Rotterdam,discharge,2024-12-09,5963.33,3307.41,2952.92,2706.34,524.98,0.0,EUR,1.09
PC1461-L,VYG1461,Bonny,load,2024-12-22,5217.25,2345.51,2181.15,6806.45,1444.89,0.0,USD,1.0
PC1461-D,VYG1461,Augusta,discharge,2025-01-11,3932.01,1583.42,2291.97,4036.23,1328.95,0.0,AED,0.27
PC1462-L,VYG1462,Primorsk,load,2022-01-04,5304.65,1294.02,3317.32,2414.89,843.08,0.0,SGD,0.74
PC1462-D,VYG1462,Trieste,discharge,2022-01-22,4573.38,2618.24,3607.93,6886.1,398.55,0.0,EUR,1.09
PC1463-L,VYG1463,Novorossiysk,load,2022-02-01,5981.2,1191.66,2676.3,6914.08,1167.07,0.0,EUR,1.09
PC1463-D,VYG1463,Trieste,discharge,2022-02-24,3693.59,2258.99,4263.24,7242.86,1103.13,0.0,AED,0.27
PC1464-L,VYG1464,Novorossiysk,load,2022-03-07,3133.77,2279.32,2101.25,2172.34,1062.3,0.0,USD,1.0
PC1464-D,VYG1464,Rotterdam,discharge,2022-03-26,5992.3,1222.22,4497.64,5926.41,1237.27,0.0,EUR,1.09
PC1465-L,VYG1465,Novorossiysk,load,2022-04-04,3969.97,2037.4,1975.05,3261.68,725.18,0.0,EUR,1.09
PC1465-D,VYG1465,Antwerp,discharge,2022-04-18,4253.86,1539.09,2237.1,7038.38,1273.64,0.0,EUR,1.09
PC1466-L,VYG1466,Sullom Voe,load,2022-04-28,4349.02,3300.63,2427.91,4218.88,1307.42,0.0,EUR,1.09
PC1466-D,VYG1466,Rotterdam,discharge,2022-05-19,4722.97,1674.95,2920.43,4754.11,1087.53,0.0,USD,1.0
PC1467-L,VYG1467,Novorossiysk,load,2022-05-27,4581.3,2123.37,2522.99,4951.48,630.18,0.0,AED,0.27
PC1467-D,VYG1467,Fos-sur-Mer,discharge,2022-06-22,6336.6,2844.0,3079.06,6159.2,387.98,0.0,EUR,1.09
PC1468-L,VYG1468,Novorossiysk,load,2022-07-06,4349.06,2143.89,3305.23,6167.77,1477.6,0.0,EUR,1.09
PC1468-D,VYG1468,Antwerp,discharge,2022-07-29,4483.99,1939.37,3839.96,3503.15,541.14,0.0,USD,1.0
PC1469-L,VYG1469,Novorossiysk,load,2022-08-09,6693.86,2985.73,5162.3,3141.65,400.3,0.0,AED,0.27
PC1469-D,VYG1469,Fos-sur-Mer,discharge,2022-08-29,4701.59,3268.63,2045.64,2567.96,458.61,0.0,SGD,0.74
PC1470-L,VYG1470,Bonny,load,2022-09-06,5947.07,2931.91,4162.43,2203.76,1204.55,0.0,AED,0.27
PC1470-D,VYG1470,,discharge,2022-09-28,4744.79,1500.0,2641.48,4756.54,755.8,0.0,EUR,1.09
PC1471-L,VYG1471,Primorsk,load,2022-10-10,6725.05,2222.41,2934.17,5737.04,1121.62,0.0,EUR,1.09
PC1471-D,VYG1471,,discharge,2022-10-25,3049.27,2550.12,2446.32,4038.83,1185.24,0.0,EUR,1.09
PC1472-L,VYG1472,Bonny,load,2022-11-07,5158.07,1980.53,2156.16,4781.25,744.08,0.0,AED,0.27
PC1472-D,VYG1472,Fos-sur-Mer,discharge,2022-11-25,6509.13,2358.31,4810.66,4124.03,1323.28,0.0,USD,1.0
PC1473-L,VYG1473,Novorossiysk,load,2022-12-03,3254.84,1819.71,1817.07,2080.41,1427.5,0.0,EUR,1.09
PC1473-D,VYG1473,Fos-sur-Mer,discharge,2022-12-13,5764.1,2565.25,3543.47,5146.46,1108.11,0.0,AED,0.27
PC1474-L,VYG1474,Mongstad,load,2022-12-28,6181.0,2500.91,4364.61,3501.57,1493.51,0.0,SGD,0.74
PC1474-D,VYG1474,Antwerp,discharge,2023-01-07,3161.21,2021.39,4871.79,2928.98,541.13,0.0,SGD,0.74
PC1475-L,VYG1475,Sullom Voe,load,2023-01-17,4428.64,2116.28,5066.9,6665.88,909.06,0.0,SGD,0.74
PC1475-D,VYG1475,Rotterdam,discharge,2023-02-11,6737.31,2604.39,4839.9,3302.52,937.42,0.0,EUR,1.09
PC1476-L,VYG1476,Novorossiysk,load,2023-02-21,3152.93,1160.25,4200.72,2574.27,1004.5,0.0,USD,1.0
PC1476-D,VYG1476,Trieste,discharge,2023-03-17,5684.83,1213.49,3225.22,5799.67,1394.29,0.0,EUR,1.09
PC1477-L,VYG1477,Bonny,load,2023-03-27,4177.07,3361.21,4729.26,5608.62,826.8,0.0,EUR,1.09
PC1477-D,VYG1477,Antwerp,discharge,2023-04-25,6141.53,1831.52,5292.75,7079.13,933.47,400888.76,EUR,1.09
PC1478-L,VYG1478,Primorsk,load,2023-05-04,5786.75,2334.74,4411.54,6613.8,406.47,0.0,EUR,1.09
PC1478-D,VYG1478,Antwerp,discharge,2023-05-27,3340.7,1907.15,5006.93,4170.16,1391.76,0.0,EUR,1.09
PC1479-L,VYG1479,Bonny,load,2023-06-11,4797.25,1798.58,4942.45,5095.82,790.95,0.0,EUR,1.09
PC1479-D,VYG1479,Fos-sur-Mer,discharge,2023-06-22,3208.75,1392.93,2049.38,3979.57,1072.36,0.0,USD,1.0
PC1480-L,VYG1480,Primorsk,load,2023-07-02,4208.84,1289.4,2526.27,4229.49,1511.19,0.0,AED,0.27
PC1480-D,VYG1480,Augusta,discharge,2023-07-21,4533.35,1343.37,3728.24,7141.95,1276.83,0.0,SGD,0.74
PC1481-L,VYG1481,Sullom Voe,load,2023-08-01,6217.63,3256.37,3938.87,7571.06,417.94,0.0,EUR,1.09
PC1481-D,VYG1481,Augusta,discharge,2023-08-16,6212.39,3093.98,5003.46,4625.57,1278.04,0.0,EUR,1.09
PC1482-L,VYG1482,Bonny,load,2023-08-28,3781.31,2515.14,2882.85,5298.19,1150.14,0.0,USD,1.0
PC1482-D,VYG1482,Augusta,discharge,2023-09-08,4358.86,1633.02,2742.41,5684.56,1151.64,0.0,USD,1.0
PC1483-L,VYG1483,Bonny,load,2023-09-16,5857.0,1428.5,4630.37,5822.44,414.78,0.0,SGD,0.74
PC1483-D,VYG1483,Antwerp,discharge,2023-10-03,4813.5,1962.21,1966.18,3081.87,408.0,337051.63,EUR,1.09
PC1484-L,VYG1484,Mongstad,load,2023-10-18,3393.69,1747.16,4635.89,4901.83,863.93,0.0,AED,0.27
PC1484-D,VYG1484,Trieste,discharge,2023-11-10,5556.22,2374.64,2019.75,3168.95,633.68,0.0,EUR,1.09
PC1485-L,VYG1485,Sullom Voe,load,2023-11-24,5319.82,2192.5,2992.82,5072.84,1485.93,0.0,AED,0.27
PC1485-D,VYG1485,Trieste,discharge,2023-12-06,4233.94,2326.05,3345.41,5984.87,1212.53,0.0,USD,1.0
PC1486-L,VYG1486,Novorossiysk,load,2023-12-18,5810.47,1599.46,3226.55,6523.7,814.94,0.0,USD,1.0
PC1486-D,VYG1486,Fos-sur-Mer,discharge,2024-01-03,6780.17,1971.71,3411.13,4604.8,874.38,0.0,USD,1.0
PC1487-L,VYG1487,Mongstad,load,2024-01-15,6253.4,1494.03,3677.13,5426.03,1350.39,0.0,SGD,0.74
PC1487-D,VYG1487,Augusta,discharge,2024-02-08,5354.96,3328.85,4834.24,3887.82,1360.29,0.0,EUR,1.09
PC1488-L,VYG1488,Mongstad,load,2024-02-18,6682.22,1726.41,3838.79,3506.28,1120.51,0.0,USD,1.0
PC1488-D,VYG1488,Trieste,discharge,2024-03-09,3395.84,2813.95,3115.32,5247.65,409.48,0.0,USD,1.0
PC1489-L,VYG1489,Novorossiysk,load,2024-03-18,5682.68,2270.86,3895.95,3699.31,546.23,0.0,USD,1.0
PC1489-D,VYG1489,Trieste,discharge,2024-04-15,4694.63,3292.27,2385.62,5752.28,436.82,0.0,EUR,1.09
PC1490-L,VYG1490,Novorossiysk,load,2024-04-23,5768.78,1683.64,3235.76,3996.19,508.64,0.0,EUR,1.09
PC1490-D,VYG1490,Trieste,discharge,2024-05-09,4353.21,1938.28,3504.0,7442.4,915.82,0.0,USD,1.0
PC1491-L,VYG1491,Primorsk,load,2024-05-21,6514.82,2192.35,1928.66,3211.87,844.57,0.0,EUR,1.09
PC1491-D,VYG1491,Trieste,discharge,2024-06-19,4276.4,3114.09,4098.85,5196.36,940.0,0.0,USD,1.0
PC1492-L,VYG1492,Primorsk,load,2024-07-03,4549.63,2535.8,1993.51,2826.44,725.55,0.0,USD,1.0
PC1492-D,VYG1492,Trieste,discharge,2024-07-31,3690.5,2683.79,1614.12,2813.01,1408.97,0.0,USD,1.0
PC1493-L,VYG1493,Primorsk,load,2024-08-15,6830.66,2251.71,3402.41,6308.37,421.26,0.0,USD,1.0
PC1493-D,VYG1493,Corpus Christi,discharge,2024-08-31,4662.68,1367.61,3043.52,7507.78,1239.14,0.0,USD,1.0
PC1494-L,VYG1494,Primorsk,load,2024-09-09,6783.17,2840.99,3830.82,6199.06,1131.36,0.0,USD,1.0
PC1494-D,VYG1494,Augusta,discharge,2024-09-30,4803.45,1807.01,3496.68,3373.41,934.81,0.0,SGD,0.74
PC1495-L,VYG1495,Primorsk,load,2024-10-10,3595.31,2429.1,2452.08,3573.57,948.89,0.0,AED,0.27
PC1495-D,VYG1495,Rotterdam,discharge,2024-10-20,3657.6,3334.23,3218.39,3907.99,413.28,0.0,AED,0.27
PC1496-L,VYG1496,Primorsk,load,2024-10-31,6244.37,2566.9,3102.34,3299.54,1229.46,0.0,USD,1.0
PC1496-D,VYG1496,Antwerp,discharge,2024-11-25,6632.8,2008.25,2032.53,2522.41,387.25,0.0,EUR,1.09
PC1497-L,VYG1497,Sullom Voe,load,2024-12-05,5867.03,3377.58,5292.71,6369.92,564.89,0.0,EUR,1.09
PC1497-D,VYG1497,Fos-sur-Mer,discharge,2024-12-21,6755.3,1887.41,2787.75,5817.82,435.92,0.0,SGD,0.74
PC1498-L,VYG1498,Novorossiysk,load,2025-01-02,6177.92,3413.84,4465.27,6355.56,824.96,0.0,EUR,1.09
PC1498-D,VYG1498,Antwerp,discharge,2025-01-21,3290.5,2947.28,3789.2,7083.23,512.2,0.0,USD,1.0
PC1499-L,VYG1499,Basrah,load,2022-01-06,11051.23,5163.94,10832.8,16816.18,3883.06,0.0,EUR,1.09
PC1499-D,VYG1499,Ningbo,discharge,2022-01-21,10954.07,5961.82,4289.61,8794.82,2122.01,0.0,USD,1.0
PC1500-L,VYG1500,Bonny,load,2022-02-03,13938.06,5825.07,7644.75,14361.17,3485.85,0.0,SGD,0.74
PC1500-D,VYG1500,Qingdao,discharge,2022-03-04,10416.81,5057.26,11049.24,16669.11,3476.19,0.0,USD,1.0
PC1501-L,VYG1501,Escravos,load,2022-03-16,10093.31,6235.6,13000.11,10879.26,2289.65,0.0,SGD,0.74
PC1501-D,VYG1501,Ningbo,discharge,2022-04-05,17848.23,3678.32,11056.02,17752.76,1452.38,0.0,SGD,0.74
PC1502-L,VYG1502,Ras Tanura,load,2022-04-16,15144.53,5818.43,12528.91,18611.78,3617.45,0.0,SGD,0.74
PC1502-D,VYG1502,Rotterdam,discharge,2022-05-15,15568.55,8529.17,10213.48,14013.14,1135.02,290945.47,EUR,1.09
PC1503-L,VYG1503,Ras Tanura,load,2022-05-22,16560.33,3278.42,7135.1,18887.95,3849.24,0.0,SGD,0.74
PC1503-D,VYG1503,Qingdao,discharge,2022-06-12,17919.01,5858.41,5774.3,12319.17,1306.94,0.0,USD,1.0
PC1504-L,VYG1504,Kharg Island,load,2022-06-23,16725.36,6363.22,8045.06,6192.96,2215.72,0.0,USD,1.0
PC1504-D,VYG1504,Ulsan,discharge,2022-07-19,16661.92,7220.44,4824.56,7398.61,2176.93,0.0,USD,1.0
PC1505-L,VYG1505,Basrah,load,2022-08-01,9013.75,8604.25,10522.92,6422.35,3364.17,0.0,EUR,1.09
PC1505-D,VYG1505,Singapore,discharge,2022-08-27,11684.06,4469.22,9699.85,5200.58,2396.19,0.0,SGD,0.74
PC1506-L,VYG1506,Ras Tanura,load,2022-09-09,16438.05,8568.35,7425.55,14636.55,1680.47,0.0,USD,1.0
PC1506-D,VYG1506,Qingdao,discharge,2022-09-22,13602.13,4524.17,9713.57,7575.83,3823.7,0.0,EUR,1.09
PC1507-L,VYG1507,Kharg Island,load,2022-10-01,16869.17,5021.51,11766.63,6432.56,3221.08,0.0,SGD,0.74
PC1507-D,VYG1507,Ulsan,discharge,2022-10-17,10824.59,3813.85,10781.91,12047.1,2590.42,0.0,SGD,0.74
PC1508-L,VYG1508,Ruwais,load,2022-10-27,13205.3,3356.69,4513.8,14017.51,2871.59,0.0,USD,1.0
PC1508-D,VYG1508,Houston,discharge,2022-11-20,8471.75,5270.64,10128.51,14850.21,3484.83,0.0,SGD,0.74
PC1509-L,VYG1509,Ras Tanura,load,2022-12-02,12207.32,6289.55,9785.6,9680.68,1161.48,0.0,AED,0.27
PC1509-D,VYG1509,Rotterdam,discharge,2022-12-26,16361.25,4201.39,10302.55,13655.71,2198.9,280718.41,USD,1.0
PC1510-L,VYG1510,Ras Tanura,load,2023-01-06,16334.93,7190.41,4227.41,16650.41,2521.0,0.0,EUR,1.09
PC1510-D,VYG1510,,discharge,2023-01-17,11470.19,7361.31,10860.66,9658.82,3949.12,0.0,AED,0.27
PC1511-L,VYG1511,Bonny,load,2023-02-03,14487.08,6634.68,4698.8,9189.78,2340.92,0.0,EUR,1.09
PC1511-D,VYG1511,Ulsan,discharge,2023-03-03,14306.26,6076.58,11630.33,8938.52,3106.47,0.0,EUR,1.09
PC1512-L,VYG1512,Ruwais,load,2023-03-17,16165.97,7590.3,11708.47,18327.61,1252.54,0.0,AED,0.27
PC1512-D,VYG1512,Singapore,discharge,2023-03-28,14971.92,8812.07,9736.51,8259.74,3996.26,0.0,USD,1.0
PC1513-L,VYG1513,Basrah,load,2023-04-08,9746.77,5013.35,5720.62,11967.69,2256.63,0.0,EUR,1.09
PC1513-D,VYG1513,Antwerp,discharge,2023-05-05,12912.41,8567.9,8783.24,12719.39,3660.05,0.0,EUR,1.09
PC1514-L,VYG1514,Escravos,load,2023-05-13,16177.58,4438.33,4129.26,14442.49,3534.55,0.0,EUR,1.09
PC1514-D,VYG1514,Antwerp,discharge,2023-06-07,13528.5,4267.06,11413.55,15043.09,2695.1,0.0,SGD,0.74
PC1515-L,VYG1515,Basrah,load,2023-06-19,16633.36,7705.45,10679.52,14971.38,2986.61,0.0,USD,1.0
PC1515-D,VYG1515,Ningbo,discharge,2023-07-08,13251.65,5783.53,11096.0,14157.42,2469.94,0.0,EUR,1.09
PC1516-L,VYG1516,Escravos,load,2023-07-15,9266.61,7211.57,10459.99,10133.73,2068.97,0.0,USD,1.0
PC1516-D,VYG1516,Ulsan,discharge,2023-08-08,10467.22,8771.49,12602.01,13415.74,2204.96,0.0,USD,1.0
PC1517-L,VYG1517,Ras Tanura,load,2023-08-16,15368.25,6166.37,13758.51,5826.84,1102.86,0.0,USD,1.0
PC1517-D,VYG1517,Ulsan,discharge,2023-08-29,13686.11,4219.68,10043.04,16721.35,1414.33,0.0,AED,0.27
PC1518-L,VYG1518,Ruwais,load,2023-09-08,12406.08,7132.0,12338.64,12445.16,1618.46,0.0,SGD,0.74
PC1518-D,VYG1518,Singapore,discharge,2023-09-24,13857.99,5727.1,11719.25,13333.64,1838.27,0.0,USD,1.0
PC1519-L,VYG1519,Ruwais,load,2023-10-04,15543.93,6106.48,5775.47,13446.08,3844.96,0.0,EUR,1.09
PC1519-D,VYG1519,Antwerp,discharge,2023-10-31,15055.16,4792.82,11108.73,9239.09,2628.07,0.0,USD,1.0
PC1520-L,VYG1520,Basrah,load,2023-11-07,13265.96,4484.35,7478.81,19132.72,1751.8,0.0,EUR,1.09
PC1520-D,VYG1520,Singapore,discharge,2023-11-30,16010.27,7004.22,9326.29,7062.72,1613.71,0.0,EUR,1.09
PC1521-L,VYG1521,Escravos,load,2023-12-10,9789.78,6520.77,13733.83,18158.59,1075.76,0.0,AED,0.27
PC1521-D,VYG1521,Antwerp,discharge,2023-12-21,10737.27,3943.54,13756.78,8534.15,1603.94,0.0,EUR,1.09
PC1522-L,VYG1522,Ruwais,load,2023-12-28,14208.75,6337.12,6258.51,15055.47,1291.02,0.0,AED,0.27
PC1522-D,VYG1522,Singapore,discharge,2024-01-24,8193.69,3494.49,7648.68,19625.24,2641.74,0.0,USD,1.0
PC1523-L,VYG1523,Escravos,load,2024-02-06,15547.26,4928.97,11193.39,19492.72,2073.28,0.0,USD,1.0
PC1523-D,VYG1523,Houston,discharge,2024-02-24,17990.59,6830.46,11485.91,8782.51,2929.27,0.0,AED,0.27
PC1524-L,VYG1524,Escravos,load,2024-03-11,13110.06,8738.42,13046.75,10950.09,3840.61,0.0,EUR,1.09
PC1524-D,VYG1524,Singapore,discharge,2024-03-29,16848.13,6542.3,4821.18,7411.85,1230.62,0.0,EUR,1.09
PC1525-L,VYG1525,Kharg Island,load,2024-04-07,9079.93,8861.71,6121.67,15362.82,2909.58,0.0,AED,0.27
PC1525-D,VYG1525,Antwerp,discharge,2024-05-04,14311.45,4240.22,9793.47,14383.08,2711.22,0.0,SGD,0.74
PC1526-L,VYG1526,Escravos,load,2024-05-16,9861.62,7338.36,4732.43,13868.0,2308.78,0.0,AED,0.27
PC1526-D,VYG1526,Ningbo,discharge,2024-05-27,10502.87,7844.33,5758.93,18994.73,3653.7,0.0,EUR,1.09
PC1527-L,VYG1527,Ruwais,load,2024-06-07,11605.88,4830.92,5374.87,18744.92,2882.6,0.0,USD,1.0
PC1527-D,VYG1527,Houston,discharge,2024-06-23,8317.84,6066.0,4857.99,13606.26,2526.89,0.0,USD,1.0
PC1528-L,VYG1528,Escravos,load,2024-07-05,8828.46,7895.16,6623.17,13122.27,2917.12,0.0,SGD,0.74
PC1528-D,VYG1528,Houston,discharge,2024-07-19,17623.05,5962.87,13173.16,10322.86,3572.31,0.0,EUR,1.09
PC1529-L,VYG1529,Bonny,load,2024-08-04,10358.26,7244.88,4886.12,19790.76,3861.81,0.0,AED,0.27
PC1529-D,VYG1529,Qingdao,discharge,2024-08-18,12422.14,6143.61,9977.75,9125.56,3023.41,0.0,EUR,1.09
PC1530-L,VYG1530,Ras Tanura,load,2024-08-27,14985.62,6150.46,5477.41,18787.79,1345.14,0.0,EUR,1.09
PC1530-D,VYG1530,,discharge,2024-09-09,14291.72,3618.53,5461.01,5308.07,2090.09,0.0,EUR,1.09
PC1531-L,VYG1531,Kharg Island,load,2024-09-17,14395.83,6129.27,10745.39,15125.28,1420.52,0.0,USD,1.0
